"TRAINING SET INDEX","SMILES","NAME","MW","LogS(mols/L)","REFERENCE","GROUP","wash","FF","min","apol","ast_fraglike","ast_fraglike_ext","ast_violation","ast_violation_ext","a_acc","a_acid","a_aro","a_base","a_count","a_don","a_donacc","a_heavy","a_hyd","a_IC","a_ICM","a_nB","a_nBr","a_nC","a_nCl","a_nF","a_nH","a_nI","a_nN","a_nO","a_nP","a_nS","balabanJ","BCUT_PEOE_0","BCUT_PEOE_1","BCUT_PEOE_2","BCUT_PEOE_3","BCUT_SLOGP_0","BCUT_SLOGP_1","BCUT_SLOGP_2","BCUT_SLOGP_3","BCUT_SMR_0","BCUT_SMR_1","BCUT_SMR_2","BCUT_SMR_3","bpol","b_1rotN","b_1rotR","b_ar","b_count","b_double","b_heavy","b_max1len","b_rotN","b_rotR","b_single","b_triple","chi0","chi0v","chi0v_C","chi0_C","chi1","chi1v","chi1v_C","chi1_C","chiral","chiral_u","density","diameter","dipole","FCharge","GCUT_PEOE_0","GCUT_PEOE_1","GCUT_PEOE_2","GCUT_PEOE_3","GCUT_SLOGP_0","GCUT_SLOGP_1","GCUT_SLOGP_2","GCUT_SLOGP_3","GCUT_SMR_0","GCUT_SMR_1","GCUT_SMR_2","GCUT_SMR_3","Kier1","Kier2","Kier3","KierA1","KierA2","KierA3","KierFlex","lip_acc","lip_don","lip_druglike","lip_violation","logP(o/w)","logS","mr","mutagenic","nmol","opr_brigid","opr_leadlike","opr_nring","opr_nrot","opr_violation","PC+","PC-","PEOE_PC+","PEOE_PC-","PEOE_RPC+","PEOE_RPC-","PEOE_VSA+0","PEOE_VSA+1","PEOE_VSA+2","PEOE_VSA+3","PEOE_VSA+4","PEOE_VSA+5","PEOE_VSA+6","PEOE_VSA-0","PEOE_VSA-1","PEOE_VSA-2","PEOE_VSA-3","PEOE_VSA-4","PEOE_VSA-5","PEOE_VSA-6","PEOE_VSA_FHYD","PEOE_VSA_FNEG","PEOE_VSA_FPNEG","PEOE_VSA_FPOL","PEOE_VSA_FPOS","PEOE_VSA_FPPOS","PEOE_VSA_HYD","PEOE_VSA_NEG","PEOE_VSA_PNEG","PEOE_VSA_POL","PEOE_VSA_POS","PEOE_VSA_PPOS","petitjean","petitjeanSC","Q_PC+","Q_PC-","Q_RPC+","Q_RPC-","Q_VSA_FHYD","Q_VSA_FNEG","Q_VSA_FPNEG","Q_VSA_FPOL","Q_VSA_FPOS","Q_VSA_FPPOS","Q_VSA_HYD","Q_VSA_NEG","Q_VSA_PNEG","Q_VSA_POL","Q_VSA_POS","Q_VSA_PPOS","radius","reactive","rings","RPC+","RPC-","rsynth","SlogP","SlogP_VSA0","SlogP_VSA1","SlogP_VSA2","SlogP_VSA3","SlogP_VSA4","SlogP_VSA5","SlogP_VSA6","SlogP_VSA7","SlogP_VSA8","SlogP_VSA9","SMR","SMR_VSA0","SMR_VSA1","SMR_VSA2","SMR_VSA3","SMR_VSA4","SMR_VSA5","SMR_VSA6","SMR_VSA7","TPSA","VAdjEq","VAdjMa","VDistEq","VDistMa","vdw_area","vdw_vol","vsa_acc","vsa_acid","vsa_base","vsa_don","vsa_hyd","vsa_other","vsa_pol","vsurf_A","vsurf_CP","vsurf_CW1","vsurf_CW2","vsurf_CW3","vsurf_CW4","vsurf_CW5","vsurf_CW6","vsurf_CW7","vsurf_CW8","vsurf_D1","vsurf_D2","vsurf_D3","vsurf_D4","vsurf_D5","vsurf_D6","vsurf_D7","vsurf_D8","vsurf_DD12","vsurf_DD13","vsurf_DD23","vsurf_DW12","vsurf_DW13","vsurf_DW23","vsurf_EDmin1","vsurf_EDmin2","vsurf_EDmin3","vsurf_EWmin1","vsurf_EWmin2","vsurf_EWmin3","vsurf_G","vsurf_HB1","vsurf_HB2","vsurf_HB3","vsurf_HB4","vsurf_HB5","vsurf_HB6","vsurf_HB7","vsurf_HB8","vsurf_HL1","vsurf_HL2","vsurf_ID1","vsurf_ID2","vsurf_ID3","vsurf_ID4","vsurf_ID5","vsurf_ID6","vsurf_ID7","vsurf_ID8","vsurf_IW1","vsurf_IW2","vsurf_IW3","vsurf_IW4","vsurf_IW5","vsurf_IW6","vsurf_IW7","vsurf_IW8","vsurf_R","vsurf_S","vsurf_V","vsurf_W1","vsurf_W2","vsurf_W3","vsurf_W4","vsurf_W5","vsurf_W6","vsurf_W7","vsurf_W8","vsurf_Wp1","vsurf_Wp2","vsurf_Wp3","vsurf_Wp4","vsurf_Wp5","vsurf_Wp6","vsurf_Wp7","vsurf_Wp8","Weight","weinerPath","weinerPol","zagreb"
"1","S(c1ccc(OP(=S)(OC)OC)cc1)c1ccc(OP(=S)(OC)OC)cc1","Abate","466.51001","-6.237","26","TRAIN","S(c1ccc(OP(=S)(OC)OC)cc1)c1ccc(OP(=S)(OC)OC)cc1","S(c1ccc(OP(=S)(OC)OC)cc1)c1ccc(OP(=S)(OC)OC)cc1","S(c1ccc(OP(=S)(OC)OC)cc1)c1ccc(OP(=S)(OC)OC)cc1","62.26786","0","0","3","4","6","0","12","0","47","0","6","27","17","88.36245","1.8800522","0","0","16","0","0","20","0","0","6","2","3","1.6746513","-2.366437","-0.53819501","0.46222538","2.4116955","-2.2841218","-0.45686561","0.56629092","2.6391332","-2.0709479","-0.28562233","0.72033536","2.7533598","48.320141","10","0.35714287","12","48","0","28","6","10","0.35714287","36","0","19.916002","19.425808","10.618802","11.966255","12.848727","13.481391","3.6427345","5.2659864","0","0","0.88625145","16","1.5765376","-2","-0.72841054","-0.40573257","-0.047117572","2.3967183","-0.80443555","-0.26546264","0.10461771","2.6062431","-0.48716274","-0.16955155","0.19305076","2.7174838","23.280613","10.683761","7.0775046","26.116505","12.038653","8.0013351","11.644724","6","0","1","1","5.2379999","-7.1029801","12.021328","0","1","12","0","2","10","2","5.6700001","-5.6690001","2.5217075","-2.5217075","0.13107471","0.18156438","8.3692026","185.29836","16.917038","0","0","0","31.180416","98.03923","19.760618","0","9.3319435","18.663887","0","66.016975","0.74456131","0.46698213","0.1866954","0.25543869","0.53301787","0.068743281","337.71637","211.81265","84.680862","115.86127","241.765","31.180416","0.5","1","5.6700001","-5.6690001","0.26296297","0.11942142","0.45997238","0.46698213","0.2508356","0.54002762","0.53301787","0.28919202","208.63319","211.81265","113.77342","244.94447","241.765","131.17105","8","0","2","0.26296297","0.11942142","1","5.6300001","13.843261","0","113.07447","0","0","144.63693","0","141.14548","0","68.560669","11.487","27.686522","13.843261","3.1014678","10.486856","0","141.14548","0","284.99722","119.56","0.39086518","5.8073549","3.8243599","9.159339","453.57767","526.34723","27.995831","0","0","0","314.14853","97.197388","27.995831","0.26427537","0","2.4548502","1.4684372","0.43140152","0.0094365077","0","0","0","0","1219.375","749.875","587.5","519.75","464.875","331.75","198.25","106.875","1.2247449","0.70710677","0.70710677","6.2048368","0.5","6.1032777","-2.6192677","-2.6065474","-2.6034005","-2.1610622","-2.1491354","-2.138042","1.4097282","159.5","111","47.75","2","0","0","0","0","0","0","0.17829311","0.129939","0.26427537","0.3986485","0.45875534","0.37939543","0.34583506","0.33241767","0.31184736","1.0891544","2.573889","4.1071796","0","0","0","0","1.4491402","665.39459","964.25","1230.25","473.875","99.25","2","0","0","0","0","1070.75","362.875","51.5","0","0","0","0","0","466.47601","2272","40","134"
"2","OC(=O)[C@@]1([C@@H]2CC=C3[C@H](CCC(=C3)C(C)C)[C@]2(CCC1)C)C","Abieticacid","302.5","-3.8","25","TRAIN","O=C([O-])[C@@]1([C@@H]2CC=C3[C@H](CCC(=C3)C(C)C)[C@]2(CCC1)C)C","O=C([O-])[C@@]1([C@@H]2CC=C3[C@H](CCC(=C3)C(C)C)[C@]2(CCC1)C)C","O=C([O-])[C@@]1([C@@H]2CC=C3[C@H](CCC(=C3)C(C)C)[C@]2(CCC1)C)C","56.140999","0","0","2","2","0","2","0","0","51","0","0","22","19","59.973682","1.1759546","0","0","20","0","0","29","0","0","2","0","0","1.8442369","-2.9307599","-0.24575564","0.031043483","2.8855312","-2.8528001","-0.19382565","0.13271765","2.9807315","-2.6707432","0.070466667","0.18673514","3.1479695","33.619003","2","0.083333336","0","53","3","24","4","2","0.083333336","50","0","16.120956","14.445889","13.629392","14.120955","10.287365","8.9077549","8.499507","9.1326647","4","0","0.66355348","10","4.5614109","-1","-0.84946996","-0.35263109","-0.12895651","3.153599","-1.4904224","-0.25748977","-0.037","3.2613921","-0.53295052","-0.12588941","-0.024764573","3.3992686","16.84375","5.8171744","2.6063101","14.974275","5.1410422","2.2935255","3.4992445","2","0","1","0","4.118","-5.8231001","8.8751955","0","1","16","1","3","2","0","1.758","-2.7579999","0.90416819","-1.9041682","0.068566397","0.2884438","129.87392","8.5307722","0","0","0","0","0","45.715107","110.41037","0","0","0","0","27.133842","0.91564542","0.56972277","0.084354609","0.084354609","0.4302772","0","294.53018","183.25932","27.133842","27.133842","138.40469","0","0.5","1","1.758","-2.7579999","0.51535839","0.32632342","0.82495469","0.17428349","0.12931906","0.17504534","0.8257165","0.045726281","265.35822","56.06073","41.597286","56.305786","265.60327","14.708499","5","0","3","0.51535839","0.32632342","0","3.8715","42.683342","1.4640081","23.862217","0","13.232388","6.37115","0","35.286369","113.21043","133.30406","8.6906996","66.545563","0","13.232388","6.37115","0","148.4968","1.4640081","133.30406","40.130001","0.46637034","5.5849624","3.0457075","8.6401606","321.664","454.29648","27.133842","27.133842","0","0","255.14445","14.708499","27.133842","7.8120556","0.26632926","2.6138227","1.8673688","0.74408138","0.33746392","0.15449686","0.078347191","0.038162511","0.013241238","797.25","463.875","362.25","326.375","299.875","241.625","136.75","58.5","0.70710677","0.5","0.5","0.5","0.5","0.70710677","-2.4276831","-2.4100399","-2.3591435","-6.9878507","-6.9185338","-6.6180744","1.2311878","251.375","287.75","182.875","71.875","28.625","13","5.75","1.625","0.079020016","0.039831482","1.1592569","1.2283127","1.4752091","1.6369408","1.7507602","1.4041474","1.1796336","0.93453372","0.63677663","2.4717269","4.7809825","5.9222741","6.3714318","6.6260509","6.7406282","6.6411033","1.5107257","481.72211","727.75","1019.125","485.5","190.625","71.875","28.625","13","5.75","1.625","767.75","197.75","7.75","0","0","0","0","0","301.44998","943","45","124"
"3","C1Cc2c3c1cccc3ccc2","Acenaphthene","154.22","-4.6300001","25","TRAIN","C1Cc2c3c1cccc3ccc2","C1Cc2c3c1cccc3ccc2","C1Cc2c3c1cccc3ccc2","27.78793","1","1","0","0","0","0","10","0","22","0","0","12","12","21.868664","0.99403024","0","0","12","0","0","10","0","0","0","0","0","1.8762696","-2.3805075","-0.58513129","0.63431668","2.4808738","-2.3416409","-0.47904348","0.73562944","2.5827587","-2.1293373","-0.44418356","0.77795255","2.7825122","10.93207","0","0","11","24","0","14","2","0","0","13","0","7.9662552","6.878315","6.878315","7.9662552","5.9494896","4.4451408","4.4451408","5.9494896","0","0","0.65385777","5","0.12488803","0","-0.7700718","-0.37460527","0.070781566","2.3939435","-0.74991131","-0.25009614","0.15330744","2.5557435","-0.50987136","-0.20061818","0.17894684","2.7137899","7.4081631","2.75","1.0701545","5.1365461","1.8354825","0.69300002","0.78566998","0","0","1","0","3.6338","-4.1085601","5.0405331","0","1","14","1","3","0","0","1.188","-1.188","0.49898711","-0.49898711","0.12497721","0.12206591","17.061544","25.592316","0","0","0","0","0","26.236786","73.529427","0","0","0","0","0","1","0.70050669","0","0","0.29949331","0","142.42007","99.766205","0","0","42.653858","0","0.40000001","0.66666669","1.188","-1.188","0.12626262","0.12626262","1","0.54729998","0","0","0.45270002","0","142.42007","77.946503","0","0","64.473564","0","3","0","3","0.12626262","0.12626262","0","2.9383399","0","0","0","0","6.37115","37.736813","0","111.00504","0","0","5.1356001","0","0","0","6.37115","5.1459289","143.59592","0","0","0","0.71067685","4.8073549","2.1077316","6.9002967","142.42007","235.84944","0","0","0","0","135.30211","0","0","0.04074993","0","2.6980591","1.5631406","0.22792074","0","0","0","0","0","616.625","342","263.75","247.625","225.375","194.375","92","36.875","0.5","0.70710677","0.5","0.5","0.70710677","0.5","-2.2505798","-2.2504961","-2.2502294","-1.4025799","-1.4024962","-1.4022293","1.1265165","63.125","-10","13.875","0","0","0","0","0","0","0","0.08376532","0.15050605","0.04074993","0.067870952","0.081203133","0.1404338","0.21924286","0.1906148","0.082244225","0.22083542","0.099032983","0","0","0","0","0","1.376429","306.31802","421.625","602","179.75","19.5","0","0","0","0","0","538.875","189.75","5.625","0","0","0","0","0","154.21199","166","18","68"
"4","C1=Cc2c3c1cccc3ccc2","Acenaphthylene","152.2","-3.96","25","TRAIN","C1=Cc2c3c1cccc3ccc2","C1=Cc2c3c1cccc3ccc2","C1=Cc2c3c1cccc3ccc2","26.454344","0","0","1","1","0","0","10","0","20","0","0","12","12","19.419012","0.9709506","0","0","12","0","0","8","0","0","0","0","0","1.8807288","-2.1965375","-0.64752918","0.80472851","2.2524812","-1.9850817","-0.51570582","0.9366203","2.4768994","-1.834958","-0.47678033","1.0020183","2.6376243","8.745656","0","0","11","22","1","14","1","0","0","10","0","7.9662552","6.6188021","6.6188021","7.9662552","5.9494896","4.1487174","4.1487174","5.9494896","0","0","0.66187209","5","0.11229523","0","-0.75209975","-0.39304054","0.11576334","2.2771294","-0.54593253","-0.24421215","0.22010006","2.4875627","-0.397576","-0.19894001","0.26738253","2.6343329","7.4081631","2.75","1.0701545","4.7466631","1.681113","0.63017595","0.66497308","0","0","1","0","4.1018","-3.8645401","4.9877009","0","1","14","1","3","0","0","1.256","-1.256","0.49779773","-0.49779773","0.12531218","0.12175551","0","34.123089","0","0","0","0","0","8.8341589","98.03923","0","0","0","0","0","1","0.75798625","0","0","0.24201377","0","140.99648","106.87339","0","0","34.123089","0","0.40000001","0.66666669","1.256","-1.256","0.11942675","0.14171974","1","0.69533104","0","0","0.30466893","0","140.99648","98.03923","0","0","42.957245","0","3","0","3","0.11942675","0.14171974","1","3.3236001","0","0","0","0","6.37115","0","0","111.00504","35.286369","0","5.2876","0","0","0","6.37115","5.1459289","105.85911","35.286369","0","0","0.71067685","4.8073549","2.1077316","6.9002967","140.99648","229.94774","0","0","0","0","135.30211","0","0","0.035360068","0","2.7307696","1.6639649","0.21954148","0","0","0","0","0","632.875","359.25","270.375","249.625","232.875","197.875","106.5","47","1.5","1","0.5","1.5","1","0.5","-2.2571492","-2.2566009","-2.243068","-1.4091492","-1.4086008","-1.395068","1.1356384","55.125","-31.625","14.25","0","0","0","0","0","0","0","0.03019629","0.060713131","0.035360068","0.043312903","0.079223029","0.14661238","0.25618517","0.74668819","0.019443162","0.068485364","0.49560919","0","0","0","0","0","1.3457984","300.00781","403.75","615.625","190.5","19.5","0","0","0","0","0","560.5","222.125","5.25","0","0","0","0","0","152.196","166","18","68"
"5","S(P(OC)([O-])=NC(=O)C)C","Acephate","183.19","0.54000002","26","TRAIN","S(P(OC)([O-])=NC(=O)C)C","S(P(OC)([O-])=NC(=O)C)C","S(P(OC)([O-])=NC(=O)C)C","23.077137","1","1","0","0","1","3","0","0","19","0","1","10","3","39.426411","2.0750742","0","0","4","0","0","9","0","1","3","1","1","3.8188972","-2.4201818","-0.31013387","0.038759142","2.3779802","-2.2838609","-0.014309039","0.123","2.7289369","-2.0314531","0.1057","0.11514471","2.8234835","22.470863","3","0.33333334","0","18","1","9","6","4","0.44444445","17","0","8.1986704","7.7383442","3.5","3.5773504","4.5378227","5.8993368","0.5","0.57735026","1","0","0.9376604","5","1.9008181","-1","-0.84347779","-0.48352429","-0.12124085","1.9122045","-1.2913438","-0.15799576","-0.037","2.1712606","-0.48145711","-0.054299999","-0.034507107","2.3062685","10","4","3.7024794","11.96621","4.8878193","4.6017766","5.8488669","4","0","1","0","-0.086000003","-0.77686","4.3312597","0","1","0","1","0","3","0","1.966","-2.9660001","0.57440329","-1.5744033","0.38975635","0.358156","80.496811","0","0","0","14.170063","0","0","56.694866","0","0","0","7.7478561","0","33.962029","0.71057397","0.50968003","0.21603322","0.289426","0.49031997","0.073392779","137.19167","98.404755","41.709885","55.879948","94.66687","14.170063","0.40000001","0.66666669","1.966","-2.9660001","0.5625636","0.23600809","0.29593241","0.32679313","0.32679313","0.70406759","0.67320687","0.37727445","57.13615","63.094479","63.094479","135.93547","129.97714","72.840988","3","0","0","0.5625636","0.23600809","1","0.95389998","22.433765","5.2587838","30.783846","0","0","67.075043","0","14.090521","0","71.994751","4.1485","53.217613","0","14.090521","0","0","0","5.2587838","139.06979","43.369999","0.68007702","4.1699252","2.2444766","6.3344889","193.07162","194.27077","41.709885","37.043915","0","0","96.451393","48.504189","41.709885","4.287324","0.096183151","2.8615735","2.1117685","1.2915527","0.74082673","0.40213174","0.10636547","0","0","371.375","210.25","162.75","142.375","123.125","83.625","36.25","11.25","0.5","0.86602539","0.70710677","5.4313903","5.5","0.5","-2.3097239","-2.1500018","-2.12552","-4.9529562","-4.9191484","-4.8373203","1.2114507","304.75","376.5","239.625","102.75","41.75","8.625","0","0","0.25652841","0.060579456","1.841994","1.7943399","1.8041161","2.0342588","2.2881377","2.5299764","3.3278468","3.423363","0.75614101","1.7098333","2.3121238","2.5497739","2.4841216","2.368366","0","0","1.255035","316.72424","397.5","756.25","455","241.375","102.75","41.75","8.625","0","0","451.5","78.5","1.75","0","0","0","0","0","182.16","122","11","42"
"6","O=C(N)C","Acetamide","59.080002","1.58","25","TRAIN","O=C(N)C","O=C(N)C","O=C(N)C","8.7559652","1","1","0","0","1","0","0","0","9","1","2","4","1","14.919684","1.6577427","0","0","2","0","0","5","0","1","1","0","0","2.5914834","-2.2025192","-0.18126895","0.27150834","2.2228899","-2.5004091","-0.12967549","0.27840707","2.1719277","-1.9480163","-0.061111975","0.29824367","2.4695678","5.7640352","0","0","0","8","1","3","2","0","0","7","0","3.5773504","2.4855986","1.5","1.5773503","1.7320508","0.99279928","0.5","0.57735026","0","0","0.75145721","2","0.91388369","0","-0.82296968","-0.25672248","0.029749345","1.5563843","-1.3702093","-0.1825088","0.027699215","1.4852927","-0.46815515","-0.12625381","0.05248772","1.7835518","4","1.3333334","0","2.5105753","0.65805298","0","0.41302288","2","2","1","0","-0.81300002","0.12354","1.5447072","0","1","0","1","0","0","0","1.37","-1.37","0.64383072","-0.64383072","0.33443809","0.57477909","31.543835","0","0","17.238026","12.949531","0","0","0","0","0","0","0","13.566921","6.6511192","0.59526783","0.24671361","0.24671361","0.40473217","0.75328642","0.15801856","48.78186","20.21804","20.21804","33.167572","61.731392","12.949531","0.5","1","1.37","-1.37","0.41532847","0.58394158","0.3849183","0.24671361","0.24671361","0.61508173","0.75328642","0.36836809","31.543835","20.21804","20.21804","50.405598","61.731392","30.187557","1","0","0","0.41532847","0.58394158","1","-0.50840002","32.897186","5.2587838","23.862217","0","0","0","0","0","0","33.326015","1.48684","23.862217","0","0","0","32.897186","0","5.2587838","33.326015","43.09","0.95443398","2.5849626","1","3.5032582","81.949432","78.604607","13.566921","0","0","17.742489","29.408449","12.949531","31.30941","3.4134891","0.11241691","3.317049","2.4937458","1.4979429","0.85189658","0.42665032","0.16659024","0.053821947","0.0086338986","183.75","101.75","81.5","70.625","60.375","36.875","17.75","5.125","5.5","6.2048368","1.6583124","0.5","0.70710677","0.86602539","-1.6802337","-1.6798092","-1.6796622","-6.2488284","-6.2395978","-6.0879607","1.1233077","167.25","142.875","79.875","33.5","13.125","4.25","2","0.5","0.30674848","0.12035398","1.1086928","1.0878528","1.3604493","1.4108343","1.4373952","0.87880051","0.69668782","0.54497838","0.6121453","1.165607","1.5170754","1.8418987","2.0530822","3.0991592","3.5262983","3.4506991","1.0585146","179.6149","190.125","491.625","299.875","155.375","63.375","25","8.5","2.75","0.5","324.375","157","75.5","29.875","11.875","4.25","0.75","0","59.068001","9","0","12"
"7","O=C(Nc1ccccc1)C","Acetanilide","135.17999","-1.33","25","TRAIN","O=C(Nc1ccccc1)C","O=C(Nc1ccccc1)C","O=C(Nc1ccccc1)C","21.983137","1","1","0","0","1","0","6","0","19","1","2","10","7","28.181297","1.4832262","0","0","8","0","0","9","0","1","1","0","0","2.1712205","-2.2995923","-0.59294218","0.58896178","2.274848","-2.3494334","-0.53807992","0.68455452","2.3480103","-1.9803931","-0.39786595","0.73980314","2.5871608","11.456863","1","0.1","6","19","1","10","2","2","0.2","12","0","7.3973413","5.7949996","4.8867512","5.6902347","4.7876935","3.1148078","2.4106836","3.3938468","0","0","0.69246918","6","0.81858867","0","-0.8140384","-0.38443518","0.079147674","2.0413644","-0.99736863","-0.26386139","0.14178179","2.1721125","-0.46822938","-0.21605732","0.19305076","2.3480432","8.1000004","4","3.1111112","5.2554688","2.4521484","1.8193359","1.2887189","2","1","1","0","1.197","-1.59433","4.0969515","0","1","6","1","1","1","0","1.867","-1.867","0.85743386","-0.85743386","0.25906911","0.38063046","38.243385","21.326929","0","8.6190128","12.949531","0","0","24.509808","36.764713","0","0","0","13.566921","0.13689101","0.82927352","0.48026952","0.087779008","0.17072651","0.51973045","0.0829475","129.46385","74.978333","13.703812","26.653343","81.138863","12.949531","0.5","1","1.867","-1.867","0.30476701","0.30530262","0.7740649","0.48026952","0.087779008","0.22593512","0.51973045","0.13815612","120.84483","74.978333","13.703812","35.272354","81.138863","21.568544","3","0","1","0.30476701","0.30530262","1","1.645","0","23.269535","23.862217","0","0","0","0","88.215919","0","36.082764","4.0745702","23.862217","0","0","0","20.767498","88.215919","5.2587838","33.326015","29.1","0.72192812","4.321928","2.4245358","6.2958374","156.11719","195.19424","13.566921","0","0","5.6825762","115.15047","12.949531","19.249496","5.4350877","0.24197917","2.9004402","1.9986594","0.85856605","0.40386754","0.22125414","0.10924596","0.05022208","0.019839","470","267.375","201.375","179.375","157.5","129.5","66","30.125","6.5","0.5","6.5192022","0.5","0.5","0.70710677","-2.1164243","-2.1097274","-2.0849242","-7.2076197","-7.1887102","-6.7783165","1.151575","170.125","115.625","91.625","37.125","18.625","9.25","4.5","1.25","0.12104283","0.061324041","1.216632","1.0715722","1.1500077","1.3698559","1.5949734","1.5636683","0.80456227","0.11160184","0.77016407","2.4942162","4.10572","4.3655705","4.2995067","4.2745399","4.4003391","4.2778411","1.2895482","287.21301","370.375","670.75","318.5","130.875","52.25","24.375","11","4.5","1.25","500.625","202.875","39.25","15.125","5.75","1.75","0","0","135.166","126","9","44"
"8","s1c(nnc1S([O-])([O-])#N)NC(=O)C","Acetazoleamide","222.28","-2.3599999","25","TRAIN","s1c(nnc1S([O-])([O-])#N)NC(=O)C","s1c(nnc1S([O-])([O-])#N)NC(=O)C","s1c(nnc1S([O-])([O-])#N)NC(=O)C","22.313171","1","0","0","1","3","3","5","0","17","1","4","13","3","38.731979","2.2783518","0","0","4","0","0","4","0","4","3","0","2","2.3835132","-2.4988425","-0.69478291","0.4490158","2.2747929","-2.3365731","-0.49094951","0.45600227","2.2909141","-1.9502469","-0.18166384","0.68055224","2.6387899","16.726828","2","0.15384616","5","17","1","13","2","3","0.23076923","11","0","10.060478","8.0158758","2.5","2.7320509","5.8928652","5.2361774","0.5","0.57735026","0","0","1.0945336","7","5.8683834","-2","-1.1674842","-0.60050386","0.02423276","1.9223437","-0.99752027","-0.48626074","0.018029813","1.9802505","-0.46796596","-0.14645611","0.22575434","2.2718403","11.076923","4.0221605","3.3240998","10.889118","3.9479673","3.258605","3.3069141","7","1","1","0","-0.93000001","-2.4096701","4.5771585","0","1","5","1","1","2","0","2.2349999","-4.2350001","1.238061","-3.238061","0.2488713","0.2229988","31.543835","0","13.166624","8.6190128","12.949531","0","30.412292","0","9.4210396","9.4210396","0","0","13.566921","62.394142","0.37688589","0.49506995","0.39667505","0.62311411","0.50493002","0.22643907","72.171555","94.803146","75.961067","119.32288","96.691299","43.361824","0.42857143","0.75","2.2349999","-4.2350001","0.25458613","0.27154663","0.37306345","0.54548919","0.33715034","0.62693655","0.45451078","0.28978622","71.439575","104.45815","64.562416","120.05486","87.036285","55.492451","4","0","1","0.25458613","0.27154663","0.76923078","-0.74610001","31.291433","104.76723","30.502958","0","0","0","0","0","0","65.104446","4.35325","72.033905","64.617447","0","0","18.511497","0","5.2587838","71.244446","89.019997","0.6193822","4.7004399","2.6784222","7.0721483","191.49445","201.21173","84.560646","52.151642","0","5.6825762","59.820744","36.221764","90.243217","3.1937919","0.028626585","3.2213461","2.9428632","2.4260199","1.5929971","1.0022846","0.55401748","0.26184618","0.1017177","315.75","179.25","123.625","93.5","70.375","57.625","46.75","36.5","0.70710677","0.5","0.5","2.95804","4.7434163","2.5","-2.4680812","-2.448246","-2.4417129","-7.4923658","-7.4511819","-7.4492159","1.2250708","436.375","576.75","450.625","237","120","56.125","24.875","8.125","1.0222447","0.62700534","1.4748825","1.6812952","1.8277373","1.8874024","1.7444506","1.6630309","1.5850126","1.4835876","0.27406722","0.374951","0.69977915","1.2114089","1.4352903","1.7214707","2.0084107","2.6491809","1.2256703","312.3801","382.875","1059","804.625","518.75","253.375","126.375","58.625","24.875","8.125","622.625","227.875","68.125","16.375","6.375","2.5","0","0","220.233","257","14","64"
